何足道,登场作品,《倚天屠龙记》
黄药师,外孙,郭襄
郭靖,主要成就,任职武林领袖驻守襄阳数十年
白万剑,父母,白自在
袁承志,岳母,温仪
金庸,代表作品,鹿鼎记
陈圆圆,职业,梨园女妓
慕天颜,出生地,甘肃静宁
岳灵珊,配偶,林平之
阿朱,别名,阮姑娘
扫地僧,性别,男
冯蘅,登场作品,《射雕英雄传》
灭绝师太,师父,风陵师太
凌退思,性别,男
郭靖,女婿,耶律齐
桑结,性别,男
忽必烈,主要成就,首创行省制度
狄云,别名,空心菜
袁冠南,出处,《鸳鸯刀》
福康安,主要成就,驱逐廓尔喀
金庸,代表作品,书剑恩仇录
韦双双,中文名,韦双双
完颜洪烈,别名,王爷
陈孤雁,身份,丐帮四大长老之一
李明,职业,演员
林平之,仇人,木高峰 
丁典,武功,神照功
彭连虎,身份,悍匪
余鱼同,信仰,红花教规
蒋四根,兵刃,铁桨从自己背后甩过欠设拜右肩
何铁手,门派,华山派
萧峰,参与战役,聚贤庄之战，少室山武林群雄大会
赵敏,登场作品,倚天屠龙记
周芷若,武功,峨嵋武功
建宁公主,丈夫,韦小宝
陆菲青,好友,赵半山，关明梅，周仲英，骆元通
鹿清笃,登场作品,《神雕侠侣》
冯默风,师姐,梅超风
青灵子,登场作品,《神雕侠侣》
贝海石,主要成就,逼迫司徒横让位
商宝震,情敌,福康安
王难姑,恩人,张无忌
程灵素,结局,为救胡斐
乌老大,武功,乌鸦刀
渡厄,师侄,空性
莫声谷,师侄,谷虚子
香香公主,性别,女
天山童姥,恋人,无崖子
关明梅,丈夫,陈正德
文泰来,十弟,章进
聂卫平,职业,教练
丁敏君,门派,峨眉派
耶律齐,身份,丐帮帮主
殷梨亭,师弟,莫声谷
点苍渔隐,师弟,朱子柳
黄真,师父,神剑仙猿穆人清
焦公礼,所处朝代,明朝
万圭,女儿,空心菜
拖雷,本名,孛儿只斤·拖雷
耶律齐,武功,空明拳等
云中鹤,笔名,南湖
班淑娴,登场作品,《倚天屠龙记》
蒙哥,所处时代,大蒙古国
阳夫人,配偶,阳顶天
莫声谷,师兄,张翠山
博尔术,出生日期,1162年
穆里玛,国籍,清朝
胡斐,爱慕者,程灵素
马光佐,武器,熟铜棍
黄蓉,主要武功,玉箫剑法等
云中鹤,代表作品,再别康桥
蒋百里,军衔,陆军上将（死后追赠）
长平公主,逝世日期,1646年
和珅,官职,领侍卫内大臣
佟国纲,主要成就,签订《尼布楚条约》
梅芳姑,身份,梅花拳掌门人
洪凌波,中文名,洪凌波
李莫愁,师侄,“西狂”杨过
钱均夫,民族,汉族
陈友谅,逝世日期,1363年
郭啸天,人物出处,《射雕英雄传》
殷离,年龄,十二三岁（初登场）、十八岁（成年后再次登场）
玄苦,结局,被萧远山偷袭
冯默风,师妹,程英
郭芙,生日,1228年
兆惠,官职,内阁学士
洪安通,武功,英雄三招等
令狐冲,爱好,喝酒，弹琴
朱元璋,主要成就,建立明朝，推翻元朝统治休养生息，开创洪武之治
公孙绿萼,生辰,戌时
侯通海,登场作品,《射雕英雄传》，《神雕侠侣》
段正严,出生地,大理
云中鹤,职业,诗人
穆念慈,义母,包惜弱
枯荣长老,小说国籍,大理国
赵钱孙,登场作品,金庸名著《天龙八部》
穆旦,逝世日期,1977年2月26日
南海鳄神,组织,四大恶人
夏雪宜,武器,金蛇剑
玄慈,情人,叶二娘
白万剑,性别,男
曲灵风,其他名称,曲三
吴之荣,中文名,吴之荣
阳顶天,别名,杨破天（连载版小说姓名）
无崖子,性别,男
常遇春,主要成就,攻破大都，上都之战
关安基,职业,天地会堂主
林平之,师父,岳不群
钱永刚,堂弟,钱永健
达尔巴,师弟,霍都
常遇春,封爵,鄂国公
林仲雄,中文名,林仲雄
石双英,五哥,常赫志
宝象,门派,西藏青教血刀门
阿朱,民族,大理汉族
段智兴,国籍,云南大理国
蒋四根,兵刃,特点力大，水性好
鲁有脚,成就,做丐帮长老
萧峰,仰慕者,阿紫
曲非烟,其他名称,非非
汤沛,性格,满口仁义道德
余鱼同,师叔,二师叔绵里针陆菲青，三师叔火手判官张召重
九难,别名,独臂神尼
孙不二,出生日期,1119年
白振,主子,乾隆皇帝
李泰,体重,70 kg
戚芳,年龄,18
李泰,语种,赣语
陈家洛,登场作品,《书剑恩仇录》
鳌拜,中文名,瓜尔佳·鳌拜
曲非烟,登场作品,《笑傲江湖》
鹤笔翁,武功,玄冥神掌
何铁手,擅长,下毒、使毒、弄毒物毒虫
任盈盈,初登场,洛阳绿竹巷
任盈盈,主要成就,教曲疗伤出席恒山掌门大会
孙不二,所处时代,宋末元初
吕留良,民族族群,汉族
李秋水,久居地,琅嬛福地
鳌拜,职业,辅政大臣
欧阳锋,齐名者,黄药师
掌钵龙头,帮主,史红石
和珅,出生日期,1750年7月1日
王元霸,国籍,中国
卫春华,六哥,常伯志
范遥,徒弟,赵敏
范文程,字号,字宪斗
司空玄,性别,男
孙婆婆,中文名,孙婆婆
玄苦,爱徒,乔峰
天门道人,师叔,玉玑子、玉凊子、玉音子
邓百川,民族,汉族
武三通,民族,白族
虚竹,中文名,虚竹
林仲雄,登场作品,《笑傲江湖》
段延庆,武功,一阳指
左冷禅,其他名称,左掌门
徐天宏,三哥,赵半山
徐志摩,字,槱森
武敦儒,妻子,耶律燕
玄慈,身份,少林寺方丈
沐剑屏,师兄,刘一舟
霍都,民族,蒙古族
石双英,八哥,杨成协
胡一刀,登场作品,金庸小说《雪山飞狐》
赵钱孙,心上人,谭婆
温方山,大哥,温方达
程灵素,主要成就,清理师门败类
霍都,师父,金轮法王
柯镇恶,兵器,铁杖、铁菱
史红石,父亲,史火龙
韦小宝,主要成就,受封一等鹿鼎公 钦赐巴图鲁勇号 赐穿黄马褂 
段正严,谥号,宣仁帝
余鱼同,国籍,中国
天山童姥,师傅,逍遥子
瑛姑,儿子,周念通
陆菲青,門派,武当派
曲三,性别,男
白自在,居所,大雪山「凌霄城」
慕容复,居住地,姑苏燕子坞参合庄
武敦儒,别名,大武
焦公礼,民族,汉族
程英,师兄,陈玄风
阮星竹,性别,女
岳不群,弟子,劳德诺
白自在,性别,男
孙不二,本名,孙富春
王难姑,终结者,紫衫龙王黛绮丝
阿九,年龄,三十来岁（鹿鼎记）
温方山,别名,温家五老
任盈盈,别名,桃萼仙
左子穆,年龄,五十余岁
封万里,师母,史小翠
阿青,性别,女
花铁干,武功,中平枪法、鹰爪功、岳家散手
徐志摩,妻子,陆小曼
杨铁心,武功,杨家枪法
黄药师,武器,玉箫
乔峰,别名,乔峰
莫大,登场作品,《笑傲江湖》
崔百泉,门派,伏牛派
谭公,所处时代,元朝
班淑娴,门派,昆仑派
朱聪,性别,男
华筝,身份,公主
虚竹,性别,男
王难姑,夫妻关系,又斗气
觉远大师,身份,少林寺藏经阁管理书籍的和尚
丁敏君,师妹,周芷若等
巴天石,主上,段誉
兆惠,军职,镶红旗护军统领
商宝震,登场作品,《飞狐外传》
杨铁心,先祖,杨继周
耶律洪基,年号,大安（1085年）
刀白凤,登场作品,《天龙八部》
封万里,别名,擎天一剑
云中鹤,出生地,浙江省海宁市
阳顶天,教派,明教
杨成协,二哥,无尘道长
乔峰,结义兄弟,耶律洪基
慕容复,主要成就,恶斗星宿派大胜
乔三槐,结局,被萧远山杀死
小昭,民族,汉人和波斯人混血
耶律齐,武功,降龙十八掌
陶子安,父亲,陶百岁
唐文亮,中文名,唐文亮
林远图,职业,福威镖局总镖头
丁不三,三宝,一身武功
聂卫平,主要成就,1988-90年新体育杯冠军1981年国手战冠军1999年新中国棋坛十大杰出人物
郭芙,师承,黄蓉
任盈盈,别名,盈盈圣姑姑姑婆婆
海大富,毒药,化尸粉
孟伯飞,性别,男
洪安通,性别,男
洪安通,武功,化骨绵掌
丁敏君,国籍,中国
渡难,武器,黑色长锁
徐禄,出生日期,1930年4月
曲三,武功,铁八卦
梁自进,师兄,成自学
苗人凤,中文名,苗人凤
兆惠,民族族群,满族
洪胜海,朝代,明朝
柯镇恶,性别,男
天松道人,性别,男
查传诗,配偶,赵国安
马行空,劲敌,阎基
阳夫人,中文名,阳夫人
戚芳,性别,女
花万紫,师兄,白万剑
杨铁心,义女,穆念慈
拖雷,监国时间,1227年8月25日—1229年9月13日
天山童姥,年龄,96
察罕特穆尔,性别,男
贝锦仪,兵器,长剑
柯镇恶,武功,降魔杖法
李青萝,母亲,李秋水
神照上人,别名,上人
黄药师,中文名,黄药师
李泰,代表作品,倚天屠龙记、如意、因为爱情有多美、把爱带回家、因为爱情有幸福、秦时丽人明月心
天鸣方丈,师侄,无色
萧峰,结义兄弟,耶律洪基、虚竹、段誉
徐达,出生日期,1332年
瘦头陀,中文名,瘦头陀
关安基,帮派,天地会青木堂
陆高轩,教主,洪安通
陆无双,师祖,林朝英
白世镜,帮主,乔峰
小玄子,性别,男
马光佐,登场作品,《神雕侠侣》
韦春花,登场作品,《鹿鼎记》
郭靖,师父,江南七怪
达尔巴,徒弟,藏边五丑
林朝英,后代传人,黄衫女子
赵良栋,谥号,襄忠
周芷若,代表之花,晓露水仙
韦小宝,主要成就,助沙俄索菲亚公主夺位 雅克萨之捷
茅十八,民族,汉族
天鸣方丈,师侄,觉远
陆菲青,好友,赵半山
徐天宏,四哥,文泰来
鸠摩智,称号,金庸小说书迷称为“天龙四神”中的“火神”
赵敏,曾用兵器,圣火令
点苍渔隐,师父,一灯大师
王元霸,别名,金刀无敌
徐禄,参加革命时间,1951年1月
朱长龄,性别,男
金庸,职业,社会活动家
班淑娴,师父,白鹿子
郭襄,登场作品,《神雕侠侣》
郭啸天,义弟,杨铁心
胖头陀,外形,又瘦又高
李泰,语种,普通话
范百龄,作者,金庸
汤沛,性别,男
小龙女,性别,女
左子穆,身份,无量派东宗掌门人
乔峰,师父,汪剑通
段正严,主要作品,《玉荷诗笺》四卷
殷野王,妹妹,殷素素
刀白凤,情敌,李青萝
史红石,性别,女
郭襄,武功,桃花岛武功等
觉远大师,门派,少林寺
李莫愁,师妹,小龙女
小昭,登场作品,《倚天屠龙记》
拖雷,主要成就,大蒙古国开国元勋
丁敏君,师妹,纪晓芙
苏荃,前夫,洪安通
朱由检,性别,男
天鸣方丈,师侄,无相
骆冰,身份,反清帮会红花会的十一当家
白世镜,帮主,汪剑通
闵子华,门派,仙都派
宗维侠,民族,汉族
蒋四根,兵刃,出手迅捷。
郭襄,姐弟,郭芙
归辛树,门派,华山派
耶律洪基,庙号,道宗
鹿杖客,武功,玄冥神掌
耶律齐,国籍,蒙古
佟国纲,官职,安北将军
香香公主,其他名称,喀丝丽
常遇春,主要成就,攻破大都
南海鳄神,居所,南海
何沅君,中文名,何沅君
余鱼同,五哥,常赫志
莫声谷,使用武器,剑
逍遥子,性别,男
多尔衮,旗籍,正白旗
周芷若,师父,灭绝师太
李莫愁,武器,拂尘
哑婆婆,女儿,仪琳
柯镇恶,武功,伏魔杖法、降魔杖法
南海鳄神,中文名,南海鳄神
段正淳,中文名,段正淳
杨康,登场作品,《射雕英雄传》
蓝凤凰,性别,女
冷谦,出生地,武林（今浙江杭州）
樊一翁,最要成就,西山一窟鬼之首
游坦之,门派,星宿派
潇湘子,职业,忽必烈帐下高手
马行空,徒弟,徐铮
李可秀,中文名,李可秀
殷素素,性别,女
韩宝驹,徒弟,郭靖
陆无双,师姐,洪凌波
胡逸之,其他名称,百胜刀王
周颠,所处时代,明朝
白万剑,父母,史小翠
金庸,主要成就,香港文学创作终身成就奖
九难,徒弟,韦小宝
天竺僧,师兄,一灯大师
殷天正,武功,天鹰剑法
说不得,帮派,明教
朱聪,所属组织,江南七怪
游坦之,心上人,阿紫
喀丝丽,出生地,新疆
余沧海,中文名,余沧海
拓跋宏,逝地,谷塘原行宫
卜沉,性别,男
蒋英,父亲,蒋百里
杨莲亭,情人,东方不败
许雪亭,性别,男
裘千丈,弟弟,裘千仞
杨康,中文名,杨康
福康安,官职,武英殿大学士
穆里玛,姓氏,瓜尔佳氏
点苍渔隐,师弟,武三通
乔峰,绝招,降龙十八掌
完颜洪烈,别名,颜烈（易名）、六王爷、王爷
九难,登场作品,《碧血剑》
陆天抒,中文名,陆天抒
王重阳,民族,汉族
沐剑屏,年龄,14（登场）
褚万里,登场作品,《天龙八部》
曲洋,性别,男
云中鹤,中文名,徐志摩
武青婴,登场作品,《倚天屠龙记》
徐天川,性别,男
任盈盈,代表作品,《笑傲江湖曲》
丁不三,三宝,孙女丁珰、玄冰碧火酒、一身武功
王语嫣,主要成就,水榭听香，指点群豪戏
王语嫣,年龄,18岁（出场）
归钟,中文名,归钟
朱由检,民族族群,汉族
公孙绿萼,容貌,嘴边有粒小黑痣
岳灵珊,性别,女
霍都,兵器,磨扇
段正严,别名,段和誉
拓跋宏,年号,承明（476年-477年）
白振,武功,大力鹰爪功
李秋水,久居地,西夏皇宫
查传讷,出生日期,1963年
鹿杖客,武器,鹿角短仗
游坦之,职位,丐帮帮主
阿碧,登场作品,《天龙八部》
俞岱岩,信仰,道教
上官虹,性别,女
阿九,别名,长平公主
冷谦,主要作品,《太古遗音》
阳顶天,妻子,阳夫人（柳芯茹）
张无忌,武功,乾坤大挪移、圣火令神功、梯云纵、七伤拳、降龙十八掌
无根道人,登场作品,《鹿鼎记》
丁不三,武功,丁家祖传功夫
金花婆婆,性别,女
梅芳姑,中文名,梅芳姑
胡斐,心上人,袁紫衣
卫春华,五哥,常赫志
华筝,登场作品,《射雕英雄传》
长平公主,同母兄弟,朱慈烜（怀隐王）
陆无双,性别,女
陈正德,武功绝技,三分剑术
袁承志,师父,朱安国、倪浩、罗大千、崔秋山、穆人清
荣彩,身份,游龙帮帮主
杨不悔,青梅竹马,张无忌
谢烟客,登场作品,《侠客行》
柯镇恶,招数,秦王鞭石
陆菲青,化名,陆高止
阿朱,父亲,段正淳
蒋四根,三哥,赵半山
丁春秋,籍贯,山东曲阜
耶律楚材,别名,长髯人
渡厄,徒弟,谢逊
张君宝,所处时代,南宋末年
欧阳克,别名,欧阳公子
尼摩星,外貌特点,后自断双腿
查品珍,性别,女
丁典,中文名,丁典
张无忌,武器,圣火令
冯默风,师兄,陈玄风
欧阳锋,主要成就,五绝之一
郭啸天,民族,汉族
小龙女,登场作品,《神雕侠侣》
木岛主,弟子,李四
余鱼同,别名,金笛秀才，空色
史火龙,其他名称,史帮主
徐达,别名,徐武宁
穆旦,人称,“九叶诗人”
渡厄,师侄,空见
仪琳,登场作品,《笑傲江湖》
陆菲青,别名,綿裡針，芜菁子，陆高止
岳不群,修习武功,紫霞神功
温仪,居住地,华山上的一个山洞
陆菲青,身份,武当派掌门人
秃笔翁,师弟,丹青生
苏荃,配偶,韦小宝
九难,年龄,三十来岁（鹿鼎记）
无尘道长,八弟,杨成协
鹿清笃,角色属性,反派
戚长发,登场作品,《连城诀》
蒋四根,兵刃,铁桨
郭芙,祖辈,李萍
殷天正,出生日期,1280年
耶律楚材,出生日期,1190年7月24日
王语嫣,年龄,18岁（出场），21岁（结局）
双儿,别名,双双
平阿四,中文名,平阿四
金庸,代表作品,倚天屠龙记
田伯光,门派,恒山派
孙不二,逝世日期,1182年
闵柔,儿子,石破天
耶律楚材,逝世日期,1244年6月20日
关安基,妻子,贾金刀
万圭,人物出处,《连城诀》
岳不群,弟子,施戴子
武修文,后人,武青婴
何沅君,性别,女
陈家洛,不服之人,“打遍天下无敌手”苗人凤
周芷若,中文名,周芷若
达尔巴,中文名,达尔巴
查良琇,哥哥,金庸
殷梨亭,未婚妻,纪晓芙
鹿杖客,登场作品,《倚天屠龙记》
小龙女,武器,淑女剑
完颜萍,武功,铁掌擒拿手
陶红英,性别,女
焦公礼,性别,男
徐志摩,笔名,章垿等
胖头陀,中文名,胖头陀
聂卫平,出生地,河北省深州市
尼摩星,性情,自负
史红石,别名,史妹妹
灭绝师太,别名,方艳青（俗名）
任盈盈,配偶,令狐冲
杜百当,职业,易三娘之夫君
欧阳锋,登场作品,《神雕侠侣》
小龙女,民族,汉族
李莫愁,所习武功,《五毒秘传》
空见,民族,汉族
甘宝宝,出场章回,《天龙八部》第二章
双儿,民族族群,汉族
小龙女,后人,黄衫女
任盈盈,主要成就,杀杨莲亭以乱其心，合诛东方
天门道人,结局,与青海一枭同归于尽
陆菲青,好友,骆元通
赵敏,中文名,赵敏
张无忌,别名,曾阿牛
袁冠南,民族,汉族
天山童姥,登场作品,《天龙八部》
程灵素,师叔,石万嗔
白振,救命恩人,陈家洛
游坦之,门派,聚贤庄
萧峰,未婚妻,阿朱
陶红英,身份,明朝长平公主侍女
郭芙,家人,黄蓉
阿朱,性别,女
仪琳,父母,不戒和尚
尹志平,性别,男
慕容复,侍婢,阿碧
李秋水,绝技,传音搜魂
凌霜华,中文名,凌霜华
史火龙,中文名,史火龙
阿九,别名,九难
苗人凤,妻子,南兰
穆念慈,丈夫,杨康
段正明,武功,六脉神剑—关冲剑
袁紫衣,武功,鹰爪功
李青萝,爱好,但茶品低劣
张三丰,所处时代,南宋末年
上官云,性格,为人耿直
灵智上人,登场作品,《射雕英雄传》
仪琳,别名,仪琳师侄
石万嗔,中文名,石万嗔
孟伯飞,二儿子,孟铸
胡斐,心上人,苗若兰
令狐冲,身份,华山派大师兄
云中鹤,职位,南京大学教授
阿朱,别名,阿朱姑娘
李沅芷,门派,武当派
包不同,结拜兄弟,公冶乾
慕容博,儿子,慕容复
刘正风,中文名,刘正风
段誉,情缘,王语嫣
包不同,性格特点,为人豪爽
赵志敬,登场作品,《神雕侠侣》
渡难,师侄,空性
戚芳,青梅竹马,狄云
藏边五丑,师父,达尔巴
温仪,别名,小仪
佟国纲,本名,佟国纲
周伯通,徒弟,耶律齐
郭靖,子女,郭芙
哑婆婆,丈夫,不戒和尚
耶律洪基,字,涅邻
焦公礼,兵器,折铁刀
点苍渔隐,特点,力大无比
拓跋宏,庙号,高祖
韦双双,母亲,建宁公主
田青文,登场作品,《雪山飞狐》《飞狐外传》
裘千仞,别名,裘帮主
柯镇恶,武功,伏魔杖法
任盈盈,别名,收起
尼摩星,成就,一代宗师
陆立鼎,外甥女,程英
聂卫平,主要成就,第1-4届中日围棋擂台赛11连胜
张无忌,主要成就,挑战六大门派
焦公礼,出生地,南京
岳灵珊,父母,宁中则
朱聪,兵器,铁扇
鲁有脚,成就,与欧阳锋对了一招
赵良栋,出生时间,1621年
段誉,登场作品,《天龙八部》
朱子柳,武器,判官笔
左子穆,性别,男
戚芳,同门,卜垣
慕容复,中文名,慕容复
宝树,代表作品,《古老的地球之歌》
段智兴,名号,“五绝”之南帝
裘千丈,门派,铁掌帮
朱玫,逝世日期,1998年11月8日
南海鳄神,登场作品,《天龙八部》
杨铁心,登场作品,金庸小说《射雕英雄传》
木桑道长,好友,穆人清
林平之,年龄,19-21岁
蒋百里,信仰,三民主义
陆菲青,师兄,马真
耶律楚材,谥号,文正
李青萝,丈夫,曼陀山庄 主人（姓王）
穆旦,职业,诗人
空闻,身份,少林寺方丈
静玄师太,兵器,拂尘
宝象,秘籍,血刀经
沐剑屏,别名,小郡主
岳不群,弟子,陆大有
鳌拜,荣誉,满洲第一勇士
殷天正,武功,鹰爪擒拿手
徐天宏,总舵主,陈家洛
宋远桥,登场作品,《倚天屠龙记》
杨铁心,旧版儿媳,秦南琴
郭啸天,孙女,郭芙
裘千尺,中文名,裘千尺
丁典,别名,菊花剑客
焦宛儿,丈夫,罗立如
莫声谷,师侄,宋青书、谷虚子、张无忌
程英,登场作品,《神雕侠侣》
骆冰,二哥,无尘道长
建宁公主,父母,毛东珠
陶红英,生死之交,韦小宝
公孙绿萼,出生地,绝情谷
宝象,登场作品,《连城诀》
班淑娴,身份,昆仑派掌门铁琴先生何太冲的正室
公孙止,别名,谷主
宋远桥,门派,武当派
李文秀,心上人,苏普
安小慧,门派,华山派
温仪,年龄,34岁
朱子柳,专长,多种语言
郭襄,传人,风陵师太
郭啸天,儿子,郭靖
胡一刀,中文名,胡一刀
吴立身,师侄,方怡
杨铁心,孙子,杨过
柯镇恶,徒孙,武敦儒、武修文、郭芙
武修文,哥哥,武敦儒
田青文,父亲,田归农
掌钵龙头,中文名,掌钵龙头
裘千丈,出处,《射雕英雄传》
华筝,出生地,蒙古草原
朱玫,国籍,中国
焦公礼,出场目次,11回
查传倜,中文名,查传倜
兆惠,字号,字和甫
逍遥子,出生地,上海
拓跋宏,出生日期,467年10月13日
陆二娘,中文名,陆二娘
裘千尺,国籍,南宋
常遇春,官职,中书平章军国重事、太子少保等
黄蓉,身份,第十九代丐帮帮主
余鱼同,师父,马真道长
武三娘,性别,女
不平道人,其他名称,蛟王
段智兴,民族,白族
简长老,性别,男
耶律楚材,本名,耶律楚材
陆冠英,登场作品,《神雕侠侣》
符敏仪,登场作品,天龙八部
商老太,儿子,商宝震
殷野王,门派,天鹰教→明教（天鹰旗）
阳夫人,登场作品,《倚天屠龙记》
殷梨亭,性别,男
丁敏君,师姐,苏梦清等
一灯大师,身份,大理宣宗皇帝、高僧一灯大师
贝锦仪,师姐,丁敏君
周绮,丈夫,徐天宏
沐剑屏,中文名,沐剑屏
双儿,所处朝代,清朝
枯荣长老,登场作品,《天龙八部》
长平公主,本名,朱媺娖
司空玄,中文名,司空玄
张三丰,出生地,辽东懿州
祖千秋,中文名,祖千秋
常遇春,谥号,忠武
霍都,出生地,蒙古草原
段正明,主要成就,为了请黄眉僧解救段誉而免除大理国的盐税
钟灵,别名,灵儿
温仪,长辈,温家五老
天鸣方丈,师侄,觉远、无相、无色
赵敏,登场地点,玉门关甘凉大路柳树下
张无忌,主要成就,号令群雄抗元、挑战六大门派
商宝震,性别,男
郭靖,义侄,杨过
灭绝师太,绝技,四象掌等
陈家洛,父亲,陈世倌
殷梨亭,师傅,张三丰
王夫人,身份,皇太后
周芷若,出生地,湖南芷江
苏星河,中文名,苏星河
说不得,登场作品,《倚天屠龙记》
封万里,师妹,花万紫
公孙绿萼,舅舅,裘千仞
蒋四根,兵刃,这一记“秦王鞭石”
耶律洪基,在位时间,1055年―1101年
李西华,母亲,红娘子
郭襄,才艺,书
丁典,别名,菊中君子
陆冠英,门派,仙霞派
徐志摩,职业,作家
欧阳锋,登场作品,《射雕英雄传》
陈家洛,身份,红花会总舵主
郭啸天,侄子,杨康
唐文亮,门派,崆峒派
渡难,师兄,渡厄
刘正风,登场作品,《笑傲江湖》
蒋四根,兵刃,反手还刀。蒋四根直砸不中
阿九,性别,女
潇湘子,登场作品,《神雕侠侣》
司空玄,身份,神农帮帮主
韩小莹,中文名,韩小莹
朱子柳,专长,会各种书法字体
鸠摩智,居住地,雪山大轮寺
陈家洛,师父,袁士霄
穆人清,别名,穆老猴
兆惠,谥号,文襄
穆旦,职业,诗人，翻译家
蒋四根,兵刃,铁桨武功疯魔杖法特点力大
殷梨亭,别名,殷六侠
灵智上人,武器,铜钹
武青婴,别名,雪岭双姝（与朱九真合称）
殷素素,身份,天鹰教紫薇堂堂主
李莫愁,弟子,陆无双
金轮法王,徒弟,达尔巴
刚相,朝代,元朝
孙仲君,门派,华山派
乔峰,性别,男
黄药师,武功境界,已臻化境
李泰,语种,英语
陶子安,中文名,陶子安
梦姑,民族,党项族（父）
邓炳春,性别,男
黛绮丝,身份,波斯明教圣女
黄药师,武功写照,碧海潮生按玉箫
林平之,武功,震天掌
莫声谷,师侄,宋青书
骆冰,爱慕者,余鱼同
刀白凤,情敌,秦红棉
无尘道长,六弟,常伯志
摘星子,外貌,身材高瘦
段正严,所处时代,大理
石破天,中文名,石破天
洪凌波,祖师婆婆,林朝英
上官云,身份,光明右使
尼摩星,退场时间,出场大概十六年后
欧阳锋,身份,西域白驼山庄庄主
何足道,年龄,三十余岁
丁不四,武器,黄金龙头九节鞭
洪安通,登场作品,《鹿鼎记》
范遥,教主,阳顶天
枯荣长老,小说信仰,佛教
凌退思,结局,抢夺梁武帝宝藏时
程灵素,职业,药剂师
焦木和尚,别名,焦木大师
周颠,出生地,建昌（今江西永修）
马光佐,性别,男
甘宝宝,丈夫,钟万仇
花铁干,书中结局,天宁寺中毒而亡
袁承志,主要成就,帮助李自成推翻明朝等
程灵素,心上人,胡斐
九难,父亲,崇祯皇帝
天门道人,职务,泰山派掌门
岳不群,女婿,林平之
莫声谷,去世时间,1357年
耶律燕,民族,契丹族
静玄师太,祖师,郭襄
金庸,国籍,中国
阿碧,性格,观之可亲
无尘道长,三弟,赵半山
韦一笑,身份,明教四大护教法王之一
刘正风,徒弟,向大年
狄云,登场作品,《连城诀》
石万嗔,性别,男
段正明,武功,一阳指
努尔哈赤,主要成就,建立后金政权
陈友谅,主要成就,起兵反元
戚长发,武功,躺尸剑法
阳顶天,身份,明教第三十三代教主
贝锦仪,性别,女
梁自进,师兄,齐自勉
林平之,仇人,岳不群
梁自进,门派,雪山派
公孙绿萼,身份,绝情谷小师妹
穆旦,代表作品,《探险队》《穆旦诗集（ 1939～1945）》《旗》
巴天石,性别,男
苏星河,所属门派,逍遥派
水笙,登场作品,《连城诀》
温仪,恋人,夏雪宜
段智兴,名号,“五绝”之南僧
冷谦,字号,字启敬，或曰起敬
曲三,中文名,曲灵风
田青文,身高,160 cm
查传诗,性别,女
张康年,性别,男
常遇春,出生日期,1330年
归二娘,别名,三只乌龟（韦小宝专用）
方怡,别名,怡姐姐
枯荣长老,弟子,本尘(段正明)
吴立身,别名,摇头狮子
耶律楚材,民族族群,汉族
张无忌,民族,汉族
白世镜,情人,康敏
洪凌波,主要成就,点拨师妹陆无双
胡青牛,登场作品,《倚天屠龙记》
达尔巴,民族,藏族
孟伯飞,登场作品,《碧血剑》
韩千叶,登场作品,《倚天屠龙记》
公孙绿萼,别名,萼儿
朱元璋,陵寝,明孝陵
李青萝,母亲,李秋水、齐御风（97版《天龙八部》电视剧中杜撰的神秘人物）[1]
史红石,职业,丐帮第25任帮主
岳灵珊,父母,岳不群
聂卫平,主要成就,1979-83、1988-90年新体育杯冠军
香香公主,地位,金庸笔下第一美女
骆冰,五弟,常赫志
杨不悔,母亲,纪晓芙
殷天正,主要成就,创立天鹰教
郭襄,爱慕者,张三丰
朱子柳,国籍,大理国
林仲雄,身份,福威镖局的创办人的养子
胡逸之,其他名称,美刀王
梁子翁,领导,赵王完颜洪烈
邓百川,专长,内力
枯荣长老,小说作者,金庸
狄云,防身,乌蚕衣
苗人凤,身高,180 cm
上官云,所属,日月神教
鲁有脚,其他名称,鲁长老
沐剑声,相貌,英气勃勃
乔峰,主要成就,胁迫耶律洪基换来边疆和平
香香公主,民族,维吾尔族
黄蓉,性别,女
水岱,轻功,登萍渡水
甘宝宝,居住地,万劫谷
武敦儒,师父,郭靖
游坦之,别名,铁头人
瘦头陀,门派,神龙教
木桑道长,师弟,玉真子
商宝震,中文名,商宝震
青灵子,性别,男
沐剑屏,父亲,沐天波
范文程,谥号,文肃
华赫艮,性别,男
曲灵风,武功,劈空掌、铁八卦
米横野,上司,贝海石
陈家洛,别名,陈会长
余鱼同,师叔,二师叔绵里针陆菲青
静玄师太,兵器,拂尘，剑
殷离,年龄,十八岁（成年后再次登场）
南海鳄神,性别,男
天门道人,个性,性子刚烈
宝树,民族,汉族
木婉清,别名,婉儿
俞岱岩,性别,男
苏菲亚,国籍,罗刹国
徐天宏,别名,武诸葛
周芷若,内功,九阴神功
康广陵,徒弟,阿碧
鲁有脚,性别,男
无根道人,性别,男
萧峰,参与战役,少室山武林群雄大会
孟伯飞,中文名,孟伯飞
刘乘风,别名,柔云剑
陈正德,登场作品,《书剑恩仇录》
乌老大,别名,乌鸦
水岱,登场作品,《连城诀》
杨逍,女儿,杨不悔
都史,妻子,但并未成亲）
黄蓉,民族,汉
瑞栋,中文名,瑞栋
福康安,逝世日期,1796年7月2日
罗立如,中文名,罗立如
阿紫,父亲,段正淳
裘千尺,主要成就,武功绝技铁掌
无根道人,中文名,无根道人
